posted_date,raw_date,amount,amount_minor,direction,section,description,description_raw,statement_start,statement_end,account_last4,source_file,raw_lines_json
2024-11-26,11/26/24,-30.00,-3000,debit,withdrawals,PURCHASE 1126 VEO* DEPOSIT WWW.VEORIDE.CCA,11/26/24 PURCHASE 1126 VEO* DEPOSIT WWW.VEORIDE.CCA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""11/26/24 PURCHASE   1126 VEO* DEPOSIT WWW.VEORIDE.CCA -30.00""]"
2024-11-26,11/26/24,-10.85,-1085,debit,withdrawals,PURCHASE 1125 UBER *TRIP HELP.UBER.COMCA,11/26/24 PURCHASE 1125 UBER *TRIP HELP.UBER.COMCA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""11/26/24 PURCHASE   1125 UBER   *TRIP HELP.UBER.COMCA -10.85""]"
2024-11-26,11/26/24,-6.38,-638,debit,withdrawals,PURCHASE 1125 SPOTIFY 877-778-1161 NY,11/26/24 PURCHASE 1125 SPOTIFY 877-778-1161 NY,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""11/26/24 PURCHASE   1125 SPOTIFY 877-778-1161 NY -6.38""]"
2024-11-26,11/26/24,-3.47,-347,debit,withdrawals,MOBILE PURCHASE 1126 NNT KNIGHTEXPR NEW BRUNSWICKNJ,11/26/24 MOBILE PURCHASE 1126 NNT KNIGHTEXPR NEW BRUNSWICKNJ,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""11/26/24 MOBILE PURCHASE 1126  NNT KNIGHTEXPR NEW BRUNSWICKNJ -3.47""]"
2024-11-26,11/26/24,12.50,1250,credit,deposits,Zelle payment from XING YAN Conf# AA0Oaa76g,11/26/24 Zelle payment from XING YAN Conf# AA0Oaa76g,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""11/26/24 Zelle payment from XING  YAN Conf# AA0Oaa76g 12.50""]"
2024-11-29,11/29/24,-13.16,-1316,debit,withdrawals,MOBILE PURCHASE 1127 SQ *EL PUEBLO TAQUERIA Cape May NJ,11/29/24 MOBILE PURCHASE 1127 SQ *EL PUEBLO TAQUERIA Cape May NJ,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""11/29/24 MOBILE PURCHASE 1127  SQ *EL PUEBLO TAQUERIA Cape May     NJ -13.16""]"
2024-11-29,11/29/24,15.61,1561,credit,deposits,137410 VIBRATION DES:DIR DEP ID:1747 INDN:MOUSTAFA M. NASR CO ID:2364227403 PPD,11/29/24 137410 VIBRATION DES:DIR DEP ID:1747 INDN:MOUSTAFA M. NASR CO ID:2364227403 PPD,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""11/29/24 137410 VIBRATION DES:DIR DEP    ID:1747  INDN:MOUSTAFA M. NASR        CO ID:2364227403"", ""PPD15.61""]"
2024-12-02,12/02/24,-30.00,-3000,debit,withdrawals,MOBILE PURCHASE 1129 CAPE SQUARE ENTERTAINME RIO GRANDE NJ,12/02/24 MOBILE PURCHASE 1129 CAPE SQUARE ENTERTAINME RIO GRANDE NJ,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/02/24 MOBILE PURCHASE 1129  CAPE SQUARE ENTERTAINME RIO GRANDE   NJ -30.00""]"
2024-12-02,12/02/24,-25.00,-2500,debit,other_subtractions,"Zelle payment to aarushi for ""Pizza""; Conf# mc93w8oei","12/02/24 Zelle payment to aarushi for ""Pizza""; Conf# mc93w8oei","November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/02/24 Zelle payment to  aarushi for \""Pizza\""; Conf# mc93w8oei -25.00""]"
2024-12-02,12/02/24,-13.42,-1342,debit,withdrawals,WALGREENS STOR 12/01 #000054699 MOBILE PURCHASE WALGREENS STORE 2 NEW BRUNSWICK NJ,12/02/24 WALGREENS STOR 12/01 #000054699 MOBILE PURCHASE WALGREENS STORE 2 NEW BRUNSWICK NJ,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/02/24 WALGREENS STOR  12/01 #000054699 MOBILE PURCHASE WALGREENS STORE 2  NEW"", ""BRUNSWICK NJ-13.42""]"
2024-12-02,12/02/24,-11.77,-1177,debit,withdrawals,MOBILE PURCHASE 1130 SQ *ANTOJOS CAPE MAY NJ,12/02/24 MOBILE PURCHASE 1130 SQ *ANTOJOS CAPE MAY NJ,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/02/24 MOBILE PURCHASE 1130  SQ *ANTOJOS CAPE MAY     NJ -11.77""]"
2024-12-02,12/02/24,-8.52,-852,debit,withdrawals,MOBILE PURCHASE 1130 WAWA 980 CAPE MAY NJ,12/02/24 MOBILE PURCHASE 1130 WAWA 980 CAPE MAY NJ,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/02/24 MOBILE PURCHASE 1130  WAWA 980 CAPE MAY     NJ -8.52""]"
2024-12-02,12/02/24,-6.00,-600,debit,withdrawals,MOBILE PURCHASE 1129 CAPE SQUARE ENTERTAINME RIO GRANDE NJ,12/02/24 MOBILE PURCHASE 1129 CAPE SQUARE ENTERTAINME RIO GRANDE NJ,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/02/24 MOBILE PURCHASE 1129  CAPE SQUARE ENTERTAINME RIO GRANDE   NJ -6.00""]"
2024-12-02,12/02/24,-0.99,-99,debit,withdrawals,PMNT SENT 1129 APPLE CASH SENT MONEY 1INFINITELOOPCA,12/02/24 PMNT SENT 1129 APPLE CASH SENT MONEY 1INFINITELOOPCA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/02/24 PMNT SENT  1129 APPLE CASH SENT MONEY 1INFINITELOOPCA -0.99""]"
2024-12-02,12/02/24,15.00,1500,credit,deposits,Zelle payment from AHMED MOHAMED Conf# bjee47mc5,12/02/24 Zelle payment from AHMED MOHAMED Conf# bjee47mc5,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/02/24 Zelle payment from AHMED MOHAMED Conf# bjee47mc5 15.00""]"
2024-12-03,12/03/24,-19.99,-1999,debit,other_subtractions,Zelle payment to Jeff Conf# r3psntppj,12/03/24 Zelle payment to Jeff Conf# r3psntppj,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/03/24 Zelle payment to Jeff Conf# r3psntppj -19.99""]"
2024-12-03,12/03/24,-5.69,-569,debit,other_subtractions,"Zelle payment to MAANASA MUPPALA for ""Cancer""; Conf# lkpxb0dud","12/03/24 Zelle payment to MAANASA MUPPALA for ""Cancer""; Conf# lkpxb0dud","November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/03/24 Zelle payment to  MAANASA MUPPALA for \""Cancer\""; Conf# lkpxb0dud -5.69""]"
2024-12-04,12/04/24,-35.15,-3515,debit,withdrawals,CHECKCARD 1204 ETSY.COM BROOKLYN NY,12/04/24 CHECKCARD 1204 ETSY.COM BROOKLYN NY,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/04/24 CHECKCARD  1204 ETSY.COM BROOKLYN     NY -35.15""]"
2024-12-04,12/04/24,-21.31,-2131,debit,withdrawals,PURCHASE 1203 APPLE.COM/BILL 866-712-7753 CA,12/04/24 PURCHASE 1203 APPLE.COM/BILL 866-712-7753 CA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/04/24 PURCHASE   1203 APPLE.COM/BILL 866-712-7753 CA -21.31""]"
2024-12-05,12/05/24,-42.65,-4265,debit,withdrawals,PURCHASE 1204 AMZN Mktp US*ZL9YX0R82 Amzn.com/billWA,12/05/24 PURCHASE 1204 AMZN Mktp US*ZL9YX0R82 Amzn.com/billWA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/05/24 PURCHASE   1204 AMZN Mktp US*ZL9YX0R82 Amzn.com/billWA -42.65""]"
2024-12-05,12/05/24,-2.21,-221,debit,withdrawals,MOBILE PURCHASE 1204 EASTON SMOKES NEW BRUNSWICKNJ,12/05/24 MOBILE PURCHASE 1204 EASTON SMOKES NEW BRUNSWICKNJ,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/05/24 MOBILE PURCHASE 1204  EASTON SMOKES NEW BRUNSWICKNJ -2.21""]"
2024-12-06,12/06/24,-55.38,-5538,debit,withdrawals,PURCHASE 1205 AMAZON MKTPL*ZR8UT9450 Amzn.com/billWA,12/06/24 PURCHASE 1205 AMAZON MKTPL*ZR8UT9450 Amzn.com/billWA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/06/24 PURCHASE   1205 AMAZON MKTPL*ZR8UT9450 Amzn.com/billWA -55.38""]"
2024-12-06,12/06/24,-37.32,-3732,debit,withdrawals,PURCHASE 1205 AMZN Mktp US*ZR71H1ZG2 Amzn.com/billWA,12/06/24 PURCHASE 1205 AMZN Mktp US*ZR71H1ZG2 Amzn.com/billWA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/06/24 PURCHASE   1205 AMZN Mktp US*ZR71H1ZG2 Amzn.com/billWA -37.32""]"
2024-12-06,12/06/24,-11.06,-1106,debit,withdrawals,PMNT SENT 1205 APPLE CASH BALANCE ADD 877-233-8552 CA,12/06/24 PMNT SENT 1205 APPLE CASH BALANCE ADD 877-233-8552 CA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/06/24 PMNT SENT  1205 APPLE CASH BALANCE ADD 877-233-8552 CA -11.06""]"
2024-12-06,12/06/24,-10.93,-1093,debit,withdrawals,MOBILE PURCHASE 1205 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,12/06/24 MOBILE PURCHASE 1205 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/06/24 MOBILE PURCHASE 1205  TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ -10.93""]"
2024-12-06,12/06/24,-10.93,-1093,debit,withdrawals,MOBILE PURCHASE 1205 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,12/06/24 MOBILE PURCHASE 1205 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/06/24 MOBILE PURCHASE 1205  TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ -10.93""]"
2024-12-06,12/06/24,-10.66,-1066,debit,withdrawals,PMNT SENT 1205 APPLE CASH BALANCE ADD 877-233-8552 CA,12/06/24 PMNT SENT 1205 APPLE CASH BALANCE ADD 877-233-8552 CA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/06/24 PMNT SENT  1205 APPLE CASH BALANCE ADD 877-233-8552 CA -10.66""]"
2024-12-06,12/06/24,-7.43,-743,debit,withdrawals,PURCHASE 1205 AMAZON RETA* ZR3PR7AJ2 WWW.AMAZON.COWA,12/06/24 PURCHASE 1205 AMAZON RETA* ZR3PR7AJ2 WWW.AMAZON.COWA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/06/24 PURCHASE   1205 AMAZON RETA* ZR3PR7AJ2 WWW.AMAZON.COWA -7.43""]"
2024-12-09,12/09/24,-29.91,-2991,debit,withdrawals,PMNT SENT 1208 APPLE CASH SENT MONEY 1INFINITELOOPCA,12/09/24 PMNT SENT 1208 APPLE CASH SENT MONEY 1INFINITELOOPCA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/09/24 PMNT SENT  1208 APPLE CASH SENT MONEY 1INFINITELOOPCA -29.91""]"
2024-12-09,12/09/24,-11.00,-1100,debit,withdrawals,PMNT SENT 1208 APPLE CASH BALANCE ADD 877-233-8552 CA,12/09/24 PMNT SENT 1208 APPLE CASH BALANCE ADD 877-233-8552 CA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/09/24 PMNT SENT  1208 APPLE CASH BALANCE ADD 877-233-8552 CA -11.00""]"
2024-12-09,12/09/24,-7.44,-744,debit,withdrawals,MOBILE PURCHASE 1205 KING OF GYRO NEW BRUNSWICKNJ,12/09/24 MOBILE PURCHASE 1205 KING OF GYRO NEW BRUNSWICKNJ,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/09/24 MOBILE PURCHASE 1205  KING OF GYRO NEW BRUNSWICKNJ -7.44""]"
2024-12-09,12/09/24,-6.00,-600,debit,other_subtractions,Zelle payment to Jeff Conf# p1up0z4rg,12/09/24 Zelle payment to Jeff Conf# p1up0z4rg,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/09/24 Zelle payment to  Jeff Conf# p1up0z4rg -6.00""]"
2024-12-09,12/09/24,-4.21,-421,debit,withdrawals,MOBILE PURCHASE 1208 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,12/09/24 MOBILE PURCHASE 1208 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/09/24 MOBILE PURCHASE 1208  TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ -4.21""]"
2024-12-10,12/10/24,-13.00,-1300,debit,other_subtractions,VENMO DES:PAYMENT ID:1038826876470 INDN:MOUSTAFA NASR CO ID:3264681992 WEB,12/10/24 VENMO DES:PAYMENT ID:1038826876470 INDN:MOUSTAFA NASR CO ID:3264681992 WEB,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/10/24 VENMO            DES:PAYMENT    ID:1038826876470  INDN:MOUSTAFA NASR           CO"", ""ID:3264681992 WEB-13.00""]"
2024-12-12,12/12/24,-28.00,-2800,debit,withdrawals,PMNT SENT 1211 APPLE CASH BALANCE ADD 877-233-8552 CA,12/12/24 PMNT SENT 1211 APPLE CASH BALANCE ADD 877-233-8552 CA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/12/24 PMNT SENT  1211 APPLE CASH BALANCE ADD 877-233-8552 CA -28.00""]"
2024-12-12,12/12/24,-11.72,-1172,debit,withdrawals,MOBILE PURCHASE 1210 JERSEY MIKES 1066 NEW BRUNSWICKNJ,12/12/24 MOBILE PURCHASE 1210 JERSEY MIKES 1066 NEW BRUNSWICKNJ,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/12/24 MOBILE PURCHASE 1210  JERSEY MIKES 1066 NEW BRUNSWICKNJ -11.72""]"
2024-12-13,12/13/24,-23.45,-2345,debit,withdrawals,PURCHASE 1213 AMZN Mktp US*Z12W80ND2 Amzn.com/billWA,12/13/24 PURCHASE 1213 AMZN Mktp US*Z12W80ND2 Amzn.com/billWA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/13/24 PURCHASE   1213 AMZN Mktp US*Z12W80ND2 Amzn.com/billWA -23.45""]"
2024-12-13,12/13/24,-16.63,-1663,debit,withdrawals,PURCHASE 1213 AMZN Mktp US*Z16PZ2L02 Amzn.com/billWA,12/13/24 PURCHASE 1213 AMZN Mktp US*Z16PZ2L02 Amzn.com/billWA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/13/24 PURCHASE   1213 AMZN Mktp US*Z16PZ2L02 Amzn.com/billWA -16.63""]"
2024-12-13,12/13/24,-1.66,-166,debit,withdrawals,PMNT SENT 1212 APPLE CASH SENT MONEY 1INFINITELOOPCA,12/13/24 PMNT SENT 1212 APPLE CASH SENT MONEY 1INFINITELOOPCA,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/13/24 PMNT SENT  1212 APPLE CASH SENT MONEY 1INFINITELOOPCA -1.66""]"
2024-12-17,12/17/24,-5.54,-554,debit,withdrawals,MOBILE PURCHASE 1215 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,12/17/24 MOBILE PURCHASE 1215 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,"November 16, 2024","December 17, 2024",2061,eStmt_2024-12-17.pdf,"[""12/17/24 MOBILE PURCHASE 1215  TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ -5.54""]"
2024-12-18,12/18/24,-239.11,-23911,debit,withdrawals,PURCHASE 1218 SP SLEEPYHEAD USA HTTPSSLEEPYHEDE,12/18/24 PURCHASE 1218 SP SLEEPYHEAD USA HTTPSSLEEPYHEDE,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/18/24 PURCHASE   1218 SP SLEEPYHEAD USA HTTPSSLEEPYHEDE -239.11""]"
2024-12-18,12/18/24,-11.20,-1120,debit,withdrawals,MOBILE PURCHASE 1216 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,12/18/24 MOBILE PURCHASE 1216 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/18/24 MOBILE PURCHASE 1216  TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ -11.20""]"
2024-12-18,12/18/24,-6.82,-682,debit,withdrawals,PURCHASE 1218 UBER *TRIP HELP.UBER.COMCA,12/18/24 PURCHASE 1218 UBER *TRIP HELP.UBER.COMCA,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/18/24 PURCHASE   1218 UBER   *TRIP HELP.UBER.COMCA -6.82""]"
2024-12-19,12/19/24,-106.94,-10694,debit,withdrawals,CHECKCARD 1218 SNORERX 949-680-2770 CA 24116414353744379810286,12/19/24 CHECKCARD 1218 SNORERX 949-680-2770 CA 24116414353744379810286,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/19/24 CHECKCARD  1218 SNORERX 949-680-2770 CA 24116414353744379810286 -106.94""]"
2024-12-19,12/19/24,-63.98,-6398,debit,withdrawals,PURCHASE 1218 AMAZON MKTPL*Z16HY8U30 Amzn.com/billWA,12/19/24 PURCHASE 1218 AMAZON MKTPL*Z16HY8U30 Amzn.com/billWA,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/19/24 PURCHASE   1218 AMAZON MKTPL*Z16HY8U30 Amzn.com/billWA -63.98""]"
2024-12-19,12/19/24,-12.00,-1200,debit,withdrawals,"PMNT SENT 1218 APPLE CASH BALANCE ADD 877-233-8552 CA continued on the next page Account security you can see Check your security meter level and watch it rise as you take action to help protect against fraud. See it in the Mobile Banking app and Online Banking. To learn more, visit bofa.com/SecurityCenter or scan this code. When you use the QRC feature, certain information is collected from your mobile device for business purposes. Mobile Banking requires that you download the Mobile Banking app and is only available for select mobile devices. Message and data rates may apply. MOUSTAFA MOHAMED NASR ! Account # 3810 6904 2061 ! December 18, 2024 to January 17, 2025","12/19/24 PMNT SENT 1218 APPLE CASH BALANCE ADD 877-233-8552 CA continued on the next page Account security you can see Check your security meter level and watch it rise as you take action to help protect against fraud. See it in the Mobile Banking app and Online Banking. To learn more, visit bofa.com/SecurityCenter or scan this code. When you use the QRC feature, certain information is collected from your mobile device for business purposes. Mobile Banking requires that you download the Mobile Banking app and is only available for select mobile devices. Message and data rates may apply. MOUSTAFA MOHAMED NASR ! Account # 3810 6904 2061 ! December 18, 2024 to January 17, 2025","December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/19/24 PMNT SENT  1218 APPLE CASH BALANCE ADD 877-233-8552 CA -12.00"", ""continued on the next page"", ""Account security you can see"", ""Check your security meter level and watch it rise as you take action to help"", ""protect against fraud. See it in the Mobile Banking app and Online Banking."", ""To learn more, visit bofa.com/SecurityCenter or scan this code."", ""When you use the QRC feature, certain information is collected from your mobile device for"", ""business purposes. Mobile Banking requires that you download the Mobile Banking app and is"", ""only available for select mobile devices. Message and data rates may apply."", ""MOUSTAFA MOHAMED NASR   !   Account # 3810 6904 2061   !   December 18, 2024 to January 17, 2025""]"
2024-12-19,12/19/24,-11.20,-1120,debit,withdrawals,MOBILE PURCHASE 1217 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,12/19/24 MOBILE PURCHASE 1217 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/19/24 MOBILE PURCHASE 1217  TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ -11.20""]"
2024-12-20,12/20/24,-49.06,-4906,debit,withdrawals,PMNT SENT 1219 APPLE CASH SENT MONEY 1INFINITELOOPCA,12/20/24 PMNT SENT 1219 APPLE CASH SENT MONEY 1INFINITELOOPCA,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/20/24 PMNT SENT  1219 APPLE CASH SENT MONEY 1INFINITELOOPCA -49.06""]"
2024-12-20,12/20/24,-48.00,-4800,debit,other_subtractions,Zelle payment to AMY NGUYEN Conf# lb1m05cn3,12/20/24 Zelle payment to AMY NGUYEN Conf# lb1m05cn3,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/20/24 Zelle payment to  AMY NGUYEN Conf# lb1m05cn3 -48.00""]"
2024-12-20,12/20/24,-22.40,-2240,debit,withdrawals,MOBILE PURCHASE 1218 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,12/20/24 MOBILE PURCHASE 1218 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/20/24 MOBILE PURCHASE 1218  TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ -22.40""]"
2024-12-20,12/20/24,-10.96,-1096,debit,withdrawals,MOBILE PURCHASE 1219 EASTON SMOKES NEW BRUNSWICKNJ,12/20/24 MOBILE PURCHASE 1219 EASTON SMOKES NEW BRUNSWICKNJ,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/20/24 MOBILE PURCHASE 1219  EASTON SMOKES NEW BRUNSWICKNJ -10.96""]"
2024-12-20,12/20/24,-9.48,-948,debit,withdrawals,PURCHASE 1219 AMAZON RETA* Z168J22Y1 WWW.AMAZON.COWA,12/20/24 PURCHASE 1219 AMAZON RETA* Z168J22Y1 WWW.AMAZON.COWA,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/20/24 PURCHASE   1219 AMAZON RETA* Z168J22Y1 WWW.AMAZON.COWA -9.48""]"
2024-12-23,12/23/24,-58.88,-5888,debit,withdrawals,MOBILE PURCHASE 1221 CKE*EL PUREPECHA MEXICA PHILADELPHIA PA,12/23/24 MOBILE PURCHASE 1221 CKE*EL PUREPECHA MEXICA PHILADELPHIA PA,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/23/24 MOBILE PURCHASE 1221  CKE*EL PUREPECHA MEXICA PHILADELPHIA PA -58.88""]"
2024-12-23,12/23/24,-17.01,-1701,debit,withdrawals,PURCHASE 1222 CHEGG *ORDER 855-440-1323 CA,12/23/24 PURCHASE 1222 CHEGG *ORDER 855-440-1323 CA,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/23/24 PURCHASE   1222 CHEGG  *ORDER 855-440-1323 CA -17.01""]"
2024-12-23,12/23/24,-11.51,-1151,debit,withdrawals,MOBILE PURCHASE 1219 KING OF GYRO NEW BRUNSWICKNJ,12/23/24 MOBILE PURCHASE 1219 KING OF GYRO NEW BRUNSWICKNJ,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/23/24 MOBILE PURCHASE 1219  KING OF GYRO NEW BRUNSWICKNJ -11.51""]"
2024-12-23,12/23/24,-11.00,-1100,debit,withdrawals,PMNT SENT 1220 APPLE CASH BALANCE ADD 877-233-8552 CA,12/23/24 PMNT SENT 1220 APPLE CASH BALANCE ADD 877-233-8552 CA,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/23/24 PMNT SENT  1220 APPLE CASH BALANCE ADD 877-233-8552 CA -11.00""]"
2024-12-23,12/23/24,-5.00,-500,debit,withdrawals,CHECKCARD 1223 TOMAS NOLASCO WWW.TOMASNOLACA 24064664358500002834433 RECURRING,12/23/24 CHECKCARD 1223 TOMAS NOLASCO WWW.TOMASNOLACA 24064664358500002834433 RECURRING,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/23/24 CHECKCARD  1223 TOMAS NOLASCO WWW.TOMASNOLACA 24064664358500002834433"", ""RECURRING-5.00""]"
2024-12-23,12/23/24,-4.00,-400,debit,other_subtractions,"Zelle payment to KAYLIN ZORRILLA Conf# pzslus6rv continued on the next page MOUSTAFA MOHAMED NASR ! Account # 3810 6904 2061 ! December 18, 2024 to January 17, 2025","12/23/24 Zelle payment to KAYLIN ZORRILLA Conf# pzslus6rv continued on the next page MOUSTAFA MOHAMED NASR ! Account # 3810 6904 2061 ! December 18, 2024 to January 17, 2025","December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/23/24 Zelle payment to KAYLIN ZORRILLA Conf# pzslus6rv -4.00"", ""continued on the next page"", ""MOUSTAFA MOHAMED NASR   !   Account # 3810 6904 2061   !   December 18, 2024 to January 17, 2025""]"
2024-12-23,12/23/24,-1.60,-160,debit,other_subtractions,Zelle payment to AMY NGUYEN Conf# oe7a81s9g,12/23/24 Zelle payment to AMY NGUYEN Conf# oe7a81s9g,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/23/24 Zelle payment to  AMY NGUYEN Conf# oe7a81s9g -1.60""]"
2024-12-23,12/23/24,11.75,1175,credit,deposits,APPLE CASH INS 12/21 #000983917 PMNT RCVD APPLE CASH INST X CUPERTINO CA,12/23/24 APPLE CASH INS 12/21 #000983917 PMNT RCVD APPLE CASH INST X CUPERTINO CA,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/23/24 APPLE CASH INS  12/21 #000983917 PMNT RCVD APPLE CASH INST X  CUPERTINO     CA 11.75""]"
2024-12-23,12/23/24,25.54,2554,credit,deposits,CASH APP*MOUST 12/22 #000070847 PMNT RCVD CASH APP*MOUSTAFA Oakland CA,12/23/24 CASH APP*MOUST 12/22 #000070847 PMNT RCVD CASH APP*MOUSTAFA Oakland CA,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/23/24 CASH APP*MOUST  12/22 #000070847 PMNT RCVD CASH APP*MOUSTAFA  Oakland       CA 25.54""]"
2024-12-24,12/24/24,-11.20,-1120,debit,withdrawals,MOBILE PURCHASE 1222 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,12/24/24 MOBILE PURCHASE 1222 TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/24/24 MOBILE PURCHASE 1222  TST*EL JEFES TAQUERIA O NEW BRUNSWICKNJ -11.20""]"
2024-12-27,12/27/24,-43.24,-4324,debit,withdrawals,PURCHASE 1226 AMAZON MKTPL*ZE4NC01B0 Amzn.com/billWA,12/27/24 PURCHASE 1226 AMAZON MKTPL*ZE4NC01B0 Amzn.com/billWA,"December 18, 2024","January 17, 2025",2061,eStmt_2025-01-17.pdf,"[""12/27/24 PURCHASE   1226 AMAZON MKTPL*ZE4NC01B0 Amzn.com/billWA -43.24""]"
