posted_date,raw_date,amount,amount_minor,direction,section,description,description_raw,statement_start,statement_end,account_last4,source_file,raw_lines_json
2024-11-03,11/03/24,-920.00,-92000,debit,withdrawals,SYNTHETIC RENT RESIDENCE,11/03/24 SYNTHETIC RENT RESIDENCE,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/03/24 SYNTHETIC RENT RESIDENCE -920.00""]"
2024-11-05,11/05/24,-132.00,-13200,debit,withdrawals,EXAMPLE UTILITIES SERVICE,11/05/24 EXAMPLE UTILITIES SERVICE,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/05/24 EXAMPLE UTILITIES SERVICE -132.00""]"
2024-11-06,11/06/24,-65.00,-6500,debit,withdrawals,DEMO INTERNET SERVICE,11/06/24 DEMO INTERNET SERVICE,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/06/24 DEMO INTERNET SERVICE -65.00""]"
2024-11-07,11/07/24,-55.00,-5500,debit,withdrawals,TEST MOBILE PLAN,11/07/24 TEST MOBILE PLAN,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/07/24 TEST MOBILE PLAN -55.00""]"
2024-11-08,11/08/24,-15.99,-1599,debit,withdrawals,DEMO STREAMING MEMBERSHIP,11/08/24 DEMO STREAMING MEMBERSHIP,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/08/24 DEMO STREAMING MEMBERSHIP -15.99""]"
2024-11-10,11/10/24,-90.50,-9050,debit,withdrawals,TEST GROCERY MART,11/10/24 TEST GROCERY MART,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/10/24 TEST GROCERY MART -90.50""]"
2024-11-14,11/14/24,-95.70,-9570,debit,withdrawals,TEST GROCERY MART,11/14/24 TEST GROCERY MART,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/14/24 TEST GROCERY MART -95.70""]"
2024-11-21,11/21/24,-82.90,-8290,debit,withdrawals,TEST GROCERY MART,11/21/24 TEST GROCERY MART,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/21/24 TEST GROCERY MART -82.90""]"
2024-11-27,11/27/24,-107.10,-10710,debit,withdrawals,TEST GROCERY MART,11/27/24 TEST GROCERY MART,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/27/24 TEST GROCERY MART -107.10""]"
2024-11-04,11/04/24,-32.25,-3225,debit,withdrawals,DEMO TRANSIT PASS,11/04/24 DEMO TRANSIT PASS,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/04/24 DEMO TRANSIT PASS -32.25""]"
2024-11-11,11/11/24,-32.25,-3225,debit,withdrawals,DEMO TRANSIT PASS,11/11/24 DEMO TRANSIT PASS,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/11/24 DEMO TRANSIT PASS -32.25""]"
2024-11-18,11/18/24,-36.25,-3625,debit,withdrawals,DEMO TRANSIT PASS,11/18/24 DEMO TRANSIT PASS,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/18/24 DEMO TRANSIT PASS -36.25""]"
2024-11-25,11/25/24,-32.25,-3225,debit,withdrawals,DEMO TRANSIT PASS,11/25/24 DEMO TRANSIT PASS,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/25/24 DEMO TRANSIT PASS -32.25""]"
2024-11-12,11/12/24,-25.50,-2550,debit,withdrawals,FIXTURE CAFE COLLECTIVE,11/12/24 FIXTURE CAFE COLLECTIVE,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/12/24 FIXTURE CAFE COLLECTIVE -25.50""]"
2024-11-24,11/24/24,-32.00,-3200,debit,withdrawals,FIXTURE CAFE COLLECTIVE,11/24/24 FIXTURE CAFE COLLECTIVE,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/24/24 FIXTURE CAFE COLLECTIVE -32.00""]"
2024-11-16,11/16/24,-18.50,-1850,debit,withdrawals,EXAMPLE BOOKS AND SUPPLIES,11/16/24 EXAMPLE BOOKS AND SUPPLIES,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/16/24 EXAMPLE BOOKS AND SUPPLIES -18.50""]"
2024-11-19,11/19/24,-42.00,-4200,debit,withdrawals,SYNTHETIC HOME GOODS,11/19/24 SYNTHETIC HOME GOODS,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/19/24 SYNTHETIC HOME GOODS -42.00""]"
2024-11-28,11/28/24,26.00,2600,credit,deposits,SYNTHETIC REFUND TEST GROCERY MART,11/28/24 SYNTHETIC REFUND TEST GROCERY MART,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/28/24 SYNTHETIC REFUND TEST GROCERY MART 26.00""]"
2024-12-01,12/01/24,1650.00,165000,credit,deposits,SYNTHETIC PAYROLL ACME LABS,12/01/24 SYNTHETIC PAYROLL ACME LABS,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/01/24 SYNTHETIC PAYROLL ACME LABS 1650.00""]"
2024-12-02,12/02/24,80.00,8000,credit,deposits,SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT,12/02/24 SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/02/24 SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT 80.00""]"
2024-12-03,12/03/24,-920.00,-92000,debit,withdrawals,SYNTHETIC RENT RESIDENCE,12/03/24 SYNTHETIC RENT RESIDENCE,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/03/24 SYNTHETIC RENT RESIDENCE -920.00""]"
2024-12-05,12/05/24,-132.00,-13200,debit,withdrawals,EXAMPLE UTILITIES SERVICE,12/05/24 EXAMPLE UTILITIES SERVICE,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/05/24 EXAMPLE UTILITIES SERVICE -132.00""]"
2024-12-06,12/06/24,-65.00,-6500,debit,withdrawals,DEMO INTERNET SERVICE,12/06/24 DEMO INTERNET SERVICE,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/06/24 DEMO INTERNET SERVICE -65.00""]"
2024-12-07,12/07/24,-55.00,-5500,debit,withdrawals,TEST MOBILE PLAN,12/07/24 TEST MOBILE PLAN,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/07/24 TEST MOBILE PLAN -55.00""]"
2024-12-08,12/08/24,-15.99,-1599,debit,withdrawals,DEMO STREAMING MEMBERSHIP,12/08/24 DEMO STREAMING MEMBERSHIP,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/08/24 DEMO STREAMING MEMBERSHIP -15.99""]"
2024-12-10,12/10/24,-90.95,-9095,debit,withdrawals,TEST GROCERY MART,12/10/24 TEST GROCERY MART,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/10/24 TEST GROCERY MART -90.95""]"
2024-12-14,12/14/24,-96.15,-9615,debit,withdrawals,TEST GROCERY MART,12/14/24 TEST GROCERY MART,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/14/24 TEST GROCERY MART -96.15""]"
2024-12-21,12/21/24,-83.35,-8335,debit,withdrawals,TEST GROCERY MART,12/21/24 TEST GROCERY MART,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/21/24 TEST GROCERY MART -83.35""]"
2024-12-27,12/27/24,-107.55,-10755,debit,withdrawals,TEST GROCERY MART,12/27/24 TEST GROCERY MART,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/27/24 TEST GROCERY MART -107.55""]"
2024-12-04,12/04/24,-32.50,-3250,debit,withdrawals,DEMO TRANSIT PASS,12/04/24 DEMO TRANSIT PASS,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/04/24 DEMO TRANSIT PASS -32.50""]"
2024-12-11,12/11/24,-32.50,-3250,debit,withdrawals,DEMO TRANSIT PASS,12/11/24 DEMO TRANSIT PASS,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/11/24 DEMO TRANSIT PASS -32.50""]"
2024-12-18,12/18/24,-36.50,-3650,debit,withdrawals,DEMO TRANSIT PASS,12/18/24 DEMO TRANSIT PASS,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/18/24 DEMO TRANSIT PASS -36.50""]"
2024-12-25,12/25/24,-32.50,-3250,debit,withdrawals,DEMO TRANSIT PASS,12/25/24 DEMO TRANSIT PASS,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/25/24 DEMO TRANSIT PASS -32.50""]"
2024-12-12,12/12/24,-25.60,-2560,debit,withdrawals,FIXTURE CAFE COLLECTIVE,12/12/24 FIXTURE CAFE COLLECTIVE,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/12/24 FIXTURE CAFE COLLECTIVE -25.60""]"
2024-12-24,12/24/24,-32.10,-3210,debit,withdrawals,FIXTURE CAFE COLLECTIVE,12/24/24 FIXTURE CAFE COLLECTIVE,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/24/24 FIXTURE CAFE COLLECTIVE -32.10""]"
2024-12-16,12/16/24,-18.55,-1855,debit,withdrawals,EXAMPLE BOOKS AND SUPPLIES,12/16/24 EXAMPLE BOOKS AND SUPPLIES,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/16/24 EXAMPLE BOOKS AND SUPPLIES -18.55""]"
2024-12-19,12/19/24,-61.00,-6100,debit,withdrawals,SYNTHETIC HOME GOODS,12/19/24 SYNTHETIC HOME GOODS,"December 1, 2024","December 31, 2024",0000,synthetic_stmt_2024_12.csv,"[""12/19/24 SYNTHETIC HOME GOODS -61.00""]"
